YES WORD COUNT DIFFERENCES
==========================

PAIR WITH MINIMUM WORD-COUNT DIFFERENCE
---------------------------------------
id1: 32610155 | id2: 36431405 | word_count1: 137 | word_count2: 137 | word_count_difference: 0

PAIR WITH MAXIMUM WORD-COUNT DIFFERENCE
---------------------------------------
id1: 32729551 | id2: 31693759 | word_count1: 11066 | word_count2: 156 | word_count_difference: 10910

ARTICLE WITH THE FEWEST WORDS
-----------------------------
id: 34102405 | word_count: 2

ARTICLE WITH THE MOST WORDS
---------------------------
id: 32729551 | word_count: 11066

WORD-DIFFERENCE DISTRIBUTION
----------------------------
word_difference: 0 | pair_count: 3072 | percentage: 8.75%
word_difference: 177 | pair_count: 3 | percentage: 0.01%
word_difference: 178 | pair_count: 2 | percentage: 0.01%
word_difference: 179 | pair_count: 2 | percentage: 0.01%
word_difference: 180 | pair_count: 1 | percentage: 0.0%
word_difference: 181 | pair_count: 1 | percentage: 0.0%
word_difference: 182 | pair_count: 4 | percentage: 0.01%
word_difference: 183 | pair_count: 4 | percentage: 0.01%
word_difference: 184 | pair_count: 2 | percentage: 0.01%
word_difference: 185 | pair_count: 1 | percentage: 0.0%
word_difference: 186 | pair_count: 4 | percentage: 0.01%
word_difference: 187 | pair_count: 6 | percentage: 0.02%
word_difference: 188 | pair_count: 3 | percentage: 0.01%
word_difference: 189 | pair_count: 4 | percentage: 0.01%
word_difference: 190 | pair_count: 5 | percentage: 0.01%
word_difference: 191 | pair_count: 1 | percentage: 0.0%
word_difference: 193 | pair_count: 4 | percentage: 0.01%
word_difference: 194 | pair_count: 1 | percentage: 0.0%
word_difference: 195 | pair_count: 2 | percentage: 0.01%
word_difference: 196 | pair_count: 1 | percentage: 0.0%
word_difference: 197 | pair_count: 2 | percentage: 0.01%
word_difference: 198 | pair_count: 1 | percentage: 0.0%
word_difference: 200 | pair_count: 4 | percentage: 0.01%
word_difference: 201 | pair_count: 2 | percentage: 0.01%
word_difference: 203 | pair_count: 3 | percentage: 0.01%
word_difference: 204 | pair_count: 3 | percentage: 0.01%
word_difference: 205 | pair_count: 2 | percentage: 0.01%
word_difference: 206 | pair_count: 3 | percentage: 0.01%
word_difference: 207 | pair_count: 1 | percentage: 0.0%
word_difference: 208 | pair_count: 1 | percentage: 0.0%
word_difference: 209 | pair_count: 3 | percentage: 0.01%
word_difference: 210 | pair_count: 1 | percentage: 0.0%
word_difference: 211 | pair_count: 3 | percentage: 0.01%
word_difference: 212 | pair_count: 4 | percentage: 0.01%
word_difference: 213 | pair_count: 1 | percentage: 0.0%
word_difference: 214 | pair_count: 6 | percentage: 0.02%
word_difference: 215 | pair_count: 1 | percentage: 0.0%
word_difference: 216 | pair_count: 4 | percentage: 0.01%
word_difference: 217 | pair_count: 1 | percentage: 0.0%
word_difference: 218 | pair_count: 4 | percentage: 0.01%
word_difference: 219 | pair_count: 4 | percentage: 0.01%
word_difference: 220 | pair_count: 1 | percentage: 0.0%
word_difference: 221 | pair_count: 3 | percentage: 0.01%
word_difference: 222 | pair_count: 6 | percentage: 0.02%
word_difference: 223 | pair_count: 1 | percentage: 0.0%
word_difference: 224 | pair_count: 2 | percentage: 0.01%
word_difference: 225 | pair_count: 1 | percentage: 0.0%
word_difference: 227 | pair_count: 2 | percentage: 0.01%
word_difference: 228 | pair_count: 2 | percentage: 0.01%
word_difference: 229 | pair_count: 1 | percentage: 0.0%
word_difference: 230 | pair_count: 2 | percentage: 0.01%
word_difference: 231 | pair_count: 3 | percentage: 0.01%
word_difference: 232 | pair_count: 2 | percentage: 0.01%
word_difference: 234 | pair_count: 2 | percentage: 0.01%
word_difference: 235 | pair_count: 5 | percentage: 0.01%
word_difference: 236 | pair_count: 3 | percentage: 0.01%
word_difference: 237 | pair_count: 3 | percentage: 0.01%
word_difference: 238 | pair_count: 1 | percentage: 0.0%
word_difference: 239 | pair_count: 3 | percentage: 0.01%
word_difference: 240 | pair_count: 7 | percentage: 0.02%
word_difference: 242 | pair_count: 1 | percentage: 0.0%
word_difference: 243 | pair_count: 3 | percentage: 0.01%
word_difference: 244 | pair_count: 1 | percentage: 0.0%
word_difference: 245 | pair_count: 3 | percentage: 0.01%
word_difference: 246 | pair_count: 4 | percentage: 0.01%
word_difference: 247 | pair_count: 1 | percentage: 0.0%
word_difference: 249 | pair_count: 1 | percentage: 0.0%
word_difference: 250 | pair_count: 2 | percentage: 0.01%
word_difference: 251 | pair_count: 1 | percentage: 0.0%
word_difference: 253 | pair_count: 4 | percentage: 0.01%
word_difference: 254 | pair_count: 5 | percentage: 0.01%
word_difference: 255 | pair_count: 1 | percentage: 0.0%
word_difference: 256 | pair_count: 3 | percentage: 0.01%
word_difference: 258 | pair_count: 1 | percentage: 0.0%
word_difference: 259 | pair_count: 2 | percentage: 0.01%
word_difference: 260 | pair_count: 2 | percentage: 0.01%
word_difference: 261 | pair_count: 1 | percentage: 0.0%
word_difference: 262 | pair_count: 1 | percentage: 0.0%
word_difference: 263 | pair_count: 4 | percentage: 0.01%
word_difference: 264 | pair_count: 2 | percentage: 0.01%
word_difference: 265 | pair_count: 1 | percentage: 0.0%
word_difference: 266 | pair_count: 2 | percentage: 0.01%
word_difference: 267 | pair_count: 1 | percentage: 0.0%
word_difference: 268 | pair_count: 4 | percentage: 0.01%
word_difference: 269 | pair_count: 1 | percentage: 0.0%
word_difference: 270 | pair_count: 2 | percentage: 0.01%
word_difference: 271 | pair_count: 2 | percentage: 0.01%
word_difference: 272 | pair_count: 2 | percentage: 0.01%
word_difference: 273 | pair_count: 2 | percentage: 0.01%
word_difference: 274 | pair_count: 2 | percentage: 0.01%
word_difference: 275 | pair_count: 4 | percentage: 0.01%
word_difference: 276 | pair_count: 6 | percentage: 0.02%
word_difference: 277 | pair_count: 6 | percentage: 0.02%
word_difference: 278 | pair_count: 1 | percentage: 0.0%
word_difference: 279 | pair_count: 1 | percentage: 0.0%
word_difference: 280 | pair_count: 4 | percentage: 0.01%
word_difference: 281 | pair_count: 1 | percentage: 0.0%
word_difference: 282 | pair_count: 3 | percentage: 0.01%
word_difference: 283 | pair_count: 2 | percentage: 0.01%
word_difference: 284 | pair_count: 2 | percentage: 0.01%
word_difference: 285 | pair_count: 5 | percentage: 0.01%
word_difference: 286 | pair_count: 3 | percentage: 0.01%
word_difference: 287 | pair_count: 2 | percentage: 0.01%
word_difference: 289 | pair_count: 2 | percentage: 0.01%
word_difference: 292 | pair_count: 3 | percentage: 0.01%
word_difference: 293 | pair_count: 2 | percentage: 0.01%
word_difference: 294 | pair_count: 1 | percentage: 0.0%
word_difference: 295 | pair_count: 1 | percentage: 0.0%
word_difference: 296 | pair_count: 2 | percentage: 0.01%
word_difference: 297 | pair_count: 3 | percentage: 0.01%
word_difference: 298 | pair_count: 1 | percentage: 0.0%
word_difference: 300 | pair_count: 4 | percentage: 0.01%
word_difference: 302 | pair_count: 4 | percentage: 0.01%
word_difference: 303 | pair_count: 1 | percentage: 0.0%
word_difference: 307 | pair_count: 3 | percentage: 0.01%
word_difference: 308 | pair_count: 1 | percentage: 0.0%
word_difference: 309 | pair_count: 2 | percentage: 0.01%
word_difference: 312 | pair_count: 1 | percentage: 0.0%
word_difference: 313 | pair_count: 1 | percentage: 0.0%
word_difference: 314 | pair_count: 1 | percentage: 0.0%
word_difference: 315 | pair_count: 5 | percentage: 0.01%
word_difference: 316 | pair_count: 1 | percentage: 0.0%
word_difference: 317 | pair_count: 1 | percentage: 0.0%
word_difference: 318 | pair_count: 3 | percentage: 0.01%
word_difference: 319 | pair_count: 2 | percentage: 0.01%
word_difference: 320 | pair_count: 1 | percentage: 0.0%
word_difference: 321 | pair_count: 1 | percentage: 0.0%
word_difference: 322 | pair_count: 1 | percentage: 0.0%
word_difference: 323 | pair_count: 2 | percentage: 0.01%
word_difference: 324 | pair_count: 4 | percentage: 0.01%
word_difference: 325 | pair_count: 1 | percentage: 0.0%
word_difference: 326 | pair_count: 1 | percentage: 0.0%
word_difference: 327 | pair_count: 1 | percentage: 0.0%
word_difference: 328 | pair_count: 1 | percentage: 0.0%
word_difference: 329 | pair_count: 1 | percentage: 0.0%
word_difference: 330 | pair_count: 3 | percentage: 0.01%
word_difference: 331 | pair_count: 2 | percentage: 0.01%
word_difference: 332 | pair_count: 1 | percentage: 0.0%
word_difference: 333 | pair_count: 4 | percentage: 0.01%
word_difference: 335 | pair_count: 1 | percentage: 0.0%
word_difference: 336 | pair_count: 2 | percentage: 0.01%
word_difference: 337 | pair_count: 2 | percentage: 0.01%
word_difference: 338 | pair_count: 2 | percentage: 0.01%
word_difference: 340 | pair_count: 2 | percentage: 0.01%
word_difference: 341 | pair_count: 1 | percentage: 0.0%
word_difference: 342 | pair_count: 1 | percentage: 0.0%
word_difference: 343 | pair_count: 2 | percentage: 0.01%
word_difference: 344 | pair_count: 1 | percentage: 0.0%
word_difference: 345 | pair_count: 2 | percentage: 0.01%
word_difference: 348 | pair_count: 1 | percentage: 0.0%
word_difference: 350 | pair_count: 1 | percentage: 0.0%
word_difference: 351 | pair_count: 1 | percentage: 0.0%
word_difference: 352 | pair_count: 2 | percentage: 0.01%
word_difference: 353 | pair_count: 1 | percentage: 0.0%
word_difference: 354 | pair_count: 3 | percentage: 0.01%
word_difference: 355 | pair_count: 2 | percentage: 0.01%
word_difference: 356 | pair_count: 3 | percentage: 0.01%
word_difference: 358 | pair_count: 1 | percentage: 0.0%
word_difference: 359 | pair_count: 1 | percentage: 0.0%
word_difference: 360 | pair_count: 2 | percentage: 0.01%
word_difference: 361 | pair_count: 3 | percentage: 0.01%
word_difference: 362 | pair_count: 2 | percentage: 0.01%
word_difference: 363 | pair_count: 2 | percentage: 0.01%
word_difference: 364 | pair_count: 1 | percentage: 0.0%
word_difference: 365 | pair_count: 2 | percentage: 0.01%
word_difference: 366 | pair_count: 3 | percentage: 0.01%
word_difference: 367 | pair_count: 1 | percentage: 0.0%
word_difference: 368 | pair_count: 5 | percentage: 0.01%
word_difference: 370 | pair_count: 3 | percentage: 0.01%
word_difference: 371 | pair_count: 2 | percentage: 0.01%
word_difference: 372 | pair_count: 1 | percentage: 0.0%
word_difference: 373 | pair_count: 2 | percentage: 0.01%
word_difference: 375 | pair_count: 1 | percentage: 0.0%
word_difference: 377 | pair_count: 2 | percentage: 0.01%
word_difference: 380 | pair_count: 2 | percentage: 0.01%
word_difference: 381 | pair_count: 1 | percentage: 0.0%
word_difference: 382 | pair_count: 1 | percentage: 0.0%
word_difference: 383 | pair_count: 4 | percentage: 0.01%
word_difference: 385 | pair_count: 2 | percentage: 0.01%
word_difference: 387 | pair_count: 3 | percentage: 0.01%
word_difference: 389 | pair_count: 2 | percentage: 0.01%
word_difference: 390 | pair_count: 1 | percentage: 0.0%
word_difference: 391 | pair_count: 1 | percentage: 0.0%
word_difference: 392 | pair_count: 1 | percentage: 0.0%
word_difference: 393 | pair_count: 3 | percentage: 0.01%
word_difference: 395 | pair_count: 2 | percentage: 0.01%
word_difference: 396 | pair_count: 2 | percentage: 0.01%
word_difference: 398 | pair_count: 1 | percentage: 0.0%
word_difference: 399 | pair_count: 2 | percentage: 0.01%
word_difference: 400 | pair_count: 2 | percentage: 0.01%
word_difference: 403 | pair_count: 2 | percentage: 0.01%
word_difference: 404 | pair_count: 5 | percentage: 0.01%
word_difference: 405 | pair_count: 1 | percentage: 0.0%
word_difference: 406 | pair_count: 4 | percentage: 0.01%
word_difference: 411 | pair_count: 2 | percentage: 0.01%
word_difference: 412 | pair_count: 2 | percentage: 0.01%
word_difference: 413 | pair_count: 1 | percentage: 0.0%
word_difference: 414 | pair_count: 1 | percentage: 0.0%
word_difference: 415 | pair_count: 3 | percentage: 0.01%
word_difference: 416 | pair_count: 1 | percentage: 0.0%
word_difference: 417 | pair_count: 3 | percentage: 0.01%
word_difference: 421 | pair_count: 1 | percentage: 0.0%
word_difference: 422 | pair_count: 6 | percentage: 0.02%
word_difference: 423 | pair_count: 3 | percentage: 0.01%
word_difference: 424 | pair_count: 1 | percentage: 0.0%
word_difference: 425 | pair_count: 3 | percentage: 0.01%
word_difference: 426 | pair_count: 2 | percentage: 0.01%
word_difference: 427 | pair_count: 1 | percentage: 0.0%
word_difference: 428 | pair_count: 3 | percentage: 0.01%
word_difference: 430 | pair_count: 2 | percentage: 0.01%
word_difference: 431 | pair_count: 2 | percentage: 0.01%
word_difference: 432 | pair_count: 4 | percentage: 0.01%
word_difference: 434 | pair_count: 3 | percentage: 0.01%
word_difference: 439 | pair_count: 1 | percentage: 0.0%
word_difference: 440 | pair_count: 2 | percentage: 0.01%
word_difference: 442 | pair_count: 1 | percentage: 0.0%
word_difference: 443 | pair_count: 1 | percentage: 0.0%
word_difference: 444 | pair_count: 2 | percentage: 0.01%
word_difference: 445 | pair_count: 1 | percentage: 0.0%
word_difference: 446 | pair_count: 3 | percentage: 0.01%
word_difference: 447 | pair_count: 3 | percentage: 0.01%
word_difference: 448 | pair_count: 2 | percentage: 0.01%
word_difference: 449 | pair_count: 1 | percentage: 0.0%
word_difference: 450 | pair_count: 2 | percentage: 0.01%
word_difference: 451 | pair_count: 2 | percentage: 0.01%
word_difference: 452 | pair_count: 3 | percentage: 0.01%
word_difference: 455 | pair_count: 1 | percentage: 0.0%
word_difference: 456 | pair_count: 4 | percentage: 0.01%
word_difference: 458 | pair_count: 2 | percentage: 0.01%
word_difference: 459 | pair_count: 2 | percentage: 0.01%
word_difference: 460 | pair_count: 1 | percentage: 0.0%
word_difference: 461 | pair_count: 2 | percentage: 0.01%
word_difference: 465 | pair_count: 1 | percentage: 0.0%
word_difference: 467 | pair_count: 1 | percentage: 0.0%
word_difference: 470 | pair_count: 1 | percentage: 0.0%
word_difference: 472 | pair_count: 1 | percentage: 0.0%
word_difference: 473 | pair_count: 3 | percentage: 0.01%
word_difference: 474 | pair_count: 1 | percentage: 0.0%
word_difference: 475 | pair_count: 1 | percentage: 0.0%
word_difference: 476 | pair_count: 4 | percentage: 0.01%
word_difference: 477 | pair_count: 2 | percentage: 0.01%
word_difference: 478 | pair_count: 1 | percentage: 0.0%
word_difference: 481 | pair_count: 2 | percentage: 0.01%
word_difference: 483 | pair_count: 1 | percentage: 0.0%
word_difference: 484 | pair_count: 2 | percentage: 0.01%
word_difference: 487 | pair_count: 2 | percentage: 0.01%
word_difference: 488 | pair_count: 1 | percentage: 0.0%
word_difference: 489 | pair_count: 2 | percentage: 0.01%
word_difference: 491 | pair_count: 2 | percentage: 0.01%
word_difference: 493 | pair_count: 1 | percentage: 0.0%
word_difference: 499 | pair_count: 1 | percentage: 0.0%
word_difference: 500 | pair_count: 1 | percentage: 0.0%
word_difference: 501 | pair_count: 2 | percentage: 0.01%
word_difference: 505 | pair_count: 4 | percentage: 0.01%
word_difference: 507 | pair_count: 1 | percentage: 0.0%
word_difference: 508 | pair_count: 1 | percentage: 0.0%
word_difference: 510 | pair_count: 1 | percentage: 0.0%
word_difference: 512 | pair_count: 1 | percentage: 0.0%
word_difference: 513 | pair_count: 1 | percentage: 0.0%
word_difference: 514 | pair_count: 2 | percentage: 0.01%
word_difference: 515 | pair_count: 2 | percentage: 0.01%
word_difference: 516 | pair_count: 2 | percentage: 0.01%
word_difference: 519 | pair_count: 3 | percentage: 0.01%
word_difference: 520 | pair_count: 1 | percentage: 0.0%
word_difference: 521 | pair_count: 1 | percentage: 0.0%
word_difference: 522 | pair_count: 1 | percentage: 0.0%
word_difference: 523 | pair_count: 1 | percentage: 0.0%
word_difference: 524 | pair_count: 3 | percentage: 0.01%
word_difference: 525 | pair_count: 2 | percentage: 0.01%
word_difference: 527 | pair_count: 1 | percentage: 0.0%
word_difference: 531 | pair_count: 1 | percentage: 0.0%
word_difference: 532 | pair_count: 2 | percentage: 0.01%
word_difference: 535 | pair_count: 1 | percentage: 0.0%
word_difference: 536 | pair_count: 1 | percentage: 0.0%
word_difference: 537 | pair_count: 1 | percentage: 0.0%
word_difference: 539 | pair_count: 1 | percentage: 0.0%
word_difference: 542 | pair_count: 2 | percentage: 0.01%
word_difference: 544 | pair_count: 1 | percentage: 0.0%
word_difference: 553 | pair_count: 1 | percentage: 0.0%
word_difference: 556 | pair_count: 1 | percentage: 0.0%
word_difference: 557 | pair_count: 1 | percentage: 0.0%
word_difference: 560 | pair_count: 2 | percentage: 0.01%
word_difference: 561 | pair_count: 1 | percentage: 0.0%
word_difference: 563 | pair_count: 1 | percentage: 0.0%
word_difference: 565 | pair_count: 1 | percentage: 0.0%
word_difference: 566 | pair_count: 1 | percentage: 0.0%
word_difference: 568 | pair_count: 1 | percentage: 0.0%
word_difference: 569 | pair_count: 1 | percentage: 0.0%
word_difference: 571 | pair_count: 1 | percentage: 0.0%
word_difference: 573 | pair_count: 1 | percentage: 0.0%
word_difference: 574 | pair_count: 1 | percentage: 0.0%
word_difference: 576 | pair_count: 2 | percentage: 0.01%
word_difference: 578 | pair_count: 1 | percentage: 0.0%
word_difference: 579 | pair_count: 1 | percentage: 0.0%
word_difference: 580 | pair_count: 2 | percentage: 0.01%
word_difference: 581 | pair_count: 1 | percentage: 0.0%
word_difference: 583 | pair_count: 1 | percentage: 0.0%
word_difference: 585 | pair_count: 2 | percentage: 0.01%
word_difference: 587 | pair_count: 2 | percentage: 0.01%
word_difference: 588 | pair_count: 1 | percentage: 0.0%
